word	reading	meaning	example_jp	example_vi	jlpt	word_type
汚れる	よごれる	bẩn bên trong (ô nhục, ô danh,...)			3	ichidan_verb
汚す	けがす	Làm bẩn, làm nhục	làm bẩn bên trong		3	godan_verb
壊れる	こわれる	Bị hỏng			3	ichidan_verb
壊す	こわす	Làm hỏng			3	godan_verb
割れる	われる	Bị vỡ, hỏng			3	ichidan_verb
割る	われる	Làm vỡ	茶碗を割る クルミを割る まきを割る	強い力を加え固体の物をいくつかに分けて離す。	3	godan_verb
折れる	おれる	Gãy			3	ichidan_verb
折る	おる	Làm gãy			3	godan_verb
破れる	われる	Rách; Bị phá vỡ			3	ichidan_verb
破る	やぶる	Xé rách, phá			3	godan_verb
曲げる	まげる	Gập, bẻ cong			3	ichidan_verb
外れる	はずれる	Rời ra, tách ra	ボタンが外れている 障子が外れる	掛けたりはめたりした位置から抜け出る。	3	ichidan_verb
外す	はずす	Làm rời ra, tách ra			3	godan_verb
揺れる	ゆれる	Rung, đong đưa; đưa qua đưa lại;			3	ichidan_verb
揺らす	ゆらす	Rung, đung đưa			3	godan_verb
流す	ながす	Làm chảy	汚水をどぶに流す トイレの水を流す		3	godan_verb
都心	としん	Nội thành; Trung tâm thành phố, đô thị			3	noun
濡れる	ぬれる	Bị ướt			3	ichidan_verb
濡らす	ぬらす	Làm ướt			3	godan_verb
迷う	まよう	lạc	山中で道に迷う	まぎれて、進むべき道や方向がわからなくなる。	3	godan_verb
悩む	なやむ	Băn khoăn, trăn trở	進学か就職かで悩む 恋に悩む若者 人生に悩む		3	godan_verb
慌てる	あわてる	(Hành động) Luống cuống; Vội vàng, hấp tấp			3	ichidan_verb
覚める	さめる	tỉnh dậy			3	ichidan_verb
覚ます	さます	Làm cho tỉnh lại			3	godan_verb
夜中	よなか	Giữa đêm			3	noun
緊張	きんちょう	Căng thẳng, lo lắng			3	noun
祈る	いのる	Cầu nguyện			3	godan_verb
感じる	かんじる	Cảm thấy, cảm giác như kiểu			3	ichidan_verb
濃い	こい	Nồng, đậm			3	i_adjective
Chua	Chua	[酸[す]]っぱい			3	i_adjective
臭い	くさい	Thối, tanh			3	i_adjective
可笑しい	おかしい	Buồn cười (vì kỳ quặc)			3	i_adjective
格好いい	かっこういい	Đẹp trai, bảnh bao			3	i_adjective
美味い・上手い	うまい・うまい	Ngon, giỏi			3	i_adjective
親しい	したしい	Thân thiện, gần gũi (người quen)			3	i_adjective
詳しい	くわしい	Tường tận, chi tiết			3	i_adjective
細かい	こまかい	Chi tiết, chi li			3	i_adjective
浅い	あさい	Nông, cạn			3	i_adjective
固い	かたい	Cứng đầu, bảo thủ			3	i_adjective
温い	ぬくい	Nguội			3	i_adjective
眩しい	まぶしい	Chói mắt, sáng chói			3	i_adjective
蒸し暑い	むしあつい	Nóng ẩm, oi bức			3	i_adjective
清潔	せいけつ	Thanh khiết, sạch sẽ			3	na_adjective
新鮮	しんせん	Tươi, mới mẻ			3	na_adjective
立派	りっぱ	Tráng lệ, uy nghiêm, lộng lẫy	立派な邸宅 立派な業績		3	na_adjective
正確	せいかく	chính xác			3	na_adjective
重要	じゅうよう	Trọng yếu, quan trọng			3	na_adjective
勿体無い	もったいない	Lãng phí, hoang phí			3	na_adjective
凄い	すごい	Tuyệt, ghê;			3	i_adjective
酷い	ひどい	khủng khiếp			3	i_adjective
激しい	はげしい	Mãnh liệt, gắt			3	i_adjective
そっくり	そっくり	Giống y hệt			3	na_adjective
急	きゅう	Gấp, bất chợt; Hiểm trở			3	na_adjective
特別	とくべつ	Đặc biệt			3	na_adjective
完全	かんぜん	Hoàn toàn, toàn diện			3	na_adjective
盛ん	さかん	Tràn đầy khí thế, mãnh liệt	食欲が盛んだ 盛んに燃える 盛んな声援がとぶ		3	na_adjective
様々	さまざま	Đa dạng, phong phú			3	na_adjective
可能	かのう	Khả năng, có thể			3	na_adjective
不可能	ふかのう	Bất khả thi			3	na_adjective
基本的	きほんてき	Tính cơ bản			3	na_adjective
国際的	こくさいてき	Tầm cỡ quốc tế			3	na_adjective
ばらばら	ばらばら	Rời rạc			3	na_adjective
ぼろぼろ	ぼろぼろ	Rách nát, tơi tả, te tua			3	adverb
演奏	えんそう	Trình diễn, biểu diễn			3	noun
芸術	げいじゅつ	Nghệ thuật trừu tượng			3	noun
検査	けんさ	Kiểm tra			3	noun
胃	い	Dạ dày			3	noun
血液	けつえき	Máu			3	noun
流れる	ながれる	Chảy, trôi đi			3	ichidan_verb
治療	ちりょう	Trị liệu			3	noun
症状	しょうじょう	Triệu chứng			3	noun
鼻水	はなみず	Nước mũi			3	noun
予防	よぼう	Dự phòng, phòng ngừa			3	noun
栄養	えいよう	Dinh dưỡng			3	noun
手術	しゅじゅつ	Phẫu thuật			3	noun
死亡	しぼう	Tử vong			3	noun
一生	いっしょう	Cuộc đời, suốt đời			3	noun
誤解	ごかい	Hiểu nhầm (từ việc có thật)			3	noun
後悔	こうかい	Hối hận			3	noun
訳	わけ	lý do			3	noun
態度	たいど	Thái độ			3	noun
癖	くせ	Thói quen			3	noun
礼儀	れいぎ	Phép lịch sự			3	noun
文句	もんく	Câu cú, câu chữ	気のきいた文句 殺し文句	文章中の語句。文言。	3	noun
表情	ひょうじょう	Biểu cảm			3	noun
表面	ひょうめん	Bề ngoài, bề mặt			3	noun
禁止	きんし	Cấm chỉ			3	noun
完成	かんせい	Hoàn thành			3	noun
課題	かだい	Chủ đề			3	noun
例外	れいがい	Ngoại lệ			3	noun
基本	きほん	Cơ bản			3	noun
記録	きろく	Ghi chép, ghi lại			3	noun
状態	じょうたい	Trạng thái			3	noun
出来事	できごと	Việc đã xảy ra			3	noun
場面	ばめん	Hiện trường, bối cảnh			3	noun
機会	きかい	Cơ hội			3	noun
距離	きょり	Cự ly			3	noun
提案	ていあん	Đề xuất			3	noun
遣り取り	やりとり	Trao đổi	見合写真をやり取りする		3	noun
知識	ちしき	Tri thức, kiến thức			3	noun
手段	しゅだん	Phương pháp, cách thức			3	noun
代表	だいひょう	Đại diện, thay mặt			3	noun
影響	えいきょう	Ảnh hưởng			3	noun
効果	こうか	Hiệu quả, hiệu ứng			3	noun
印象	いんしょう	Ấn tượng			3	noun
印	しるし	Dấu hiệu			3	noun
合図	あいず	Dấu hiệu, ra hiệu	目で合図する ピストルの合図		3	noun
共通	きょうつう	Chung, điểm chung			3	na_adjective
強調	きょうちょう	Nhấn mạnh			3	noun
大事	だいじ	quan trọng			3	na_adjective
説明	せつめい	Thuyết minh, giải thích			3	noun
省略	しょうりゃく	Lược bỏ			3	noun
挑戦	ちょうせん	Khiêu chiến, thách thức			3	noun
やる気	やるき	Có hứng thú làm			3	noun
勇気	ゆうき	Dũng khí			3	noun
資格	しかく	Tư cách; Bằng cấp			3	noun
弁護士	べんごし	Luật sư			3	noun
申請	しんせい	Yêu cầu, xin	ビザを申請する	希望や要望事項を願い出ること。 特に、国や公共の機関などに対して認可・許可その他一定の行為を求めること。	3	noun
通帳	かよいちょう	Sổ tài khoản			3	noun
貯金	ちょきん	Tiết kiệm tiền tiền tiết kiệm	毎月決まった額を貯金する 貯金箱	金銭をためること。 また、その金。	3	noun
本人	ほんにん	Người chính, chính chủ; Đương sự (Người được nhắc đến hoặc chính bản thân)			3	noun
契約	けいやく	Hợp đồng			3	noun
証明	しょうめい	Chứng minh			3	noun
変更	へんこう	Sửa đổi	計画を変更する		3	noun
保存	ほぞん	Bảo tồn, lưu			3	noun
保護	ほご	Bảo hộ			3	noun
郊外	こうがい	Ngoại ô			3	noun
資源	しげん	Tài nguyên			3	noun
有効	ゆうこう	Có hiệu lực			3	na_adjective
不足	ふそく	Không đủ			3	noun
平均	へいきん	Trung bình			3	noun
割合	わりあい	Tỉ lệ; Tương đối			3	adverb
商売	しょうばい	thương mại, buôn bán			3	noun
商品	しょうひん	Hàng hóa, sản phẩm, dịch vụ (mục đích thương mại)	新発売の商品を見せてください! 目玉商品 商品を陳列する		3	noun
質	しつ	Chất lượng			3	noun
型	かた	Mẫu, khuôn			3	noun
生産	せいさん	Sản xuất (nói chung)			3	noun
農業	のうぎょう	Nông nghiệp			3	noun
消費	しょうひ	Tiêu thụ	消費電力 ガスを消費する	使ってなくすこと。 金銭・物質・エネルギー・時間などについていう。	3	noun
現代	げんだい	Hiện đại; Thời đại này			3	noun
世紀	せいき	Thế kỉ			3	noun
地方	ちほう	Địa phương			3	noun
平和	へいわ	Hòa bình			3	noun
上る	のぼる	Leo lên			3	godan_verb
階段	かいだん	Cầu thang có bậc			3	noun
下る	くだる	Đi xuống, leo xuống	坂を下る 船で川を下る	上から下へ、高いところから低いところへ移る。	3	godan_verb
進める	すすめる	Làm cho tiến lên	馬を進める 歩 (ほ) を進める ひざを進める	前の方へ動かして位置を移す。前進させる。	3	ichidan_verb
通す	とおす	Xuyên qua			3	godan_verb
光	ひかり	Ánh sáng			3	noun
空気	くうき	Không khí			3	noun
越える	こえる	Vượt qua (→) (địa điểm, thời gian, điểm,...)			3	ichidan_verb
過ごす	すごす	Trải qua, sống	その後は、いかがお過ごしですか	月日を送る。 暮らす。	3	godan_verb
移る	うつる	Di chuyển, chuyển sang; lây, lan			3	godan_verb
移す	うつす	Chuyển			3	godan_verb
本社	ほんしゃ	Trụ sở chính			3	noun
連れる	つれる	Dẫn, dắt			3	ichidan_verb
寄せる	よせる	ghé tới gần, tiến đánh vào	波が岸辺に寄せる 敵勢が寄せて来る	近づく。寄る。 また、攻めて近くに迫る。	3	ichidan_verb
奨学金	しょうがくきん	Học bổng			3	noun
与える	あたえる	Trao, ban	子供におやつを与える 賞を与える	自分の所有物を他の人に渡して、その人の物とする。 現在ではやや改まった言い方で、恩恵的な意味で目下の者に授ける場合に多く用いる。	3	ichidan_verb
得る	える	Đạt được			3	ichidan_verb
向ける	むける	Chĩa về phía, hướng về phía			3	ichidan_verb
勧める	すすめる	Mời, rủ, gợi ý			3	ichidan_verb
薦める	すすめる	Tiến cử, giới thiệu			3	ichidan_verb
任せる	まかせる	Để cho ai làm gì	今日はお任せします 私に任せて下さい		3	ichidan_verb
守る	まもる	Giữ, tuân thủ, bảo vệ			3	godan_verb
争う	あらそう	cạnh tranh	優勝を争う 先を争う 一、二を争う名騎手	相手にまさろうとして、また、何かを得ようとして張り合う。 競争する。	3	godan_verb
望む	のぞむ	Kỳ vọng, trông mong; Ao ước;			3	godan_verb
信じる	しんじる	Tin tưởng			3	ichidan_verb
通じる	つうじる	kết nối được	電話が通じる 電流を通じる	何かを伝って到達する。 また、届かせる。	3	ichidan_verb
飽く	あく	Ngán			3	godan_verb
思いつく	おもいつく	Nảy ra ý tưởng, chợt nghĩ ra			3	godan_verb
思いやる	おもいやる	Quan tâm, thông cảm			3	godan_verb
熱中	ねっちゅう	Nghiện, mê			3	noun
暮らす	くらす	Sinh sống			3	godan_verb
巻く	まく	Quấn			3	godan_verb
結ぶ	むすぶ	Buộc, kết, nối (1 thứ hoặc thứ này với thứ khác)			3	godan_verb
紐	ひも	Dây			3	noun
済む	すむ	xong hoàn tất			3	godan_verb
済ます	すます	Làm cho kết thúc			3	godan_verb
出来る	できる	Hoàn thành, có thể			3	ichidan_verb
切らす	きらす	Dùng hết; Làm đứt, làm ngưng			3	godan_verb
伝わる	つたわる	Truyền đi			3	godan_verb
伝える	つたえる	Truyền đạt lại	電話で用件を伝える 皆さんにもよろしく伝えて下さい		3	ichidan_verb
続ける	つづける	Tiếp tục			3	ichidan_verb
繋がる	つながる	Kết nối	島と島とが橋で繋がる 電話が繋がる 光回線が繋がる		3	godan_verb
繋ぐ	つなぐ	Kết nối			3	godan_verb
繋げる	つなげる	Liên kết, kết nối;			3	ichidan_verb
伸びる	のびる	Dài ra, vươn ra			3	ichidan_verb
伸ばす	のばす	Kéo dài, vươn			3	godan_verb
延びる	のびる	Trì hoãn			3	ichidan_verb
延ばす	のばす	Hoãn			3	godan_verb
重なる	かさなる	chồng chất (đồng chất)	人が重なって倒れる	ある物の上に、さらにそれと同類の物が載る。 幾重にも層をなす。	3	godan_verb
重ねる	かさねる	Chồng, chất lên  (đồng tính)	書類を重ねる 着物を重ねて着る	物の上に、さらにそれと同類の物を載せる。	3	ichidan_verb
広がる	ひろがる	Mở rộng ra			3	godan_verb
広げる	ひろげる	Mở rộng, banh ra			3	ichidan_verb
載る	のる	được ghi (trong)	新聞に載る 台帳に載る	書かれる。 記録される。	3	godan_verb
載せる	のせる	Cho lên, chất lên, tải lên (đồ vật)			3	ichidan_verb
揃う	そろう	đồng đều	粒が揃う 高さの揃った家並み	二つ以上のものの、形・大きさなどが同じになる。	3	godan_verb
揃える	そろえる	Làm đồng đều (hình dạng, độ lớn)	ひもの長さを揃える 彼とセーターの柄を揃える		3	ichidan_verb
纏まる	まとまる	Thu gom, thu thập	引っ越し荷物が纏まる 纏まった金額		3	godan_verb
纏める	まとめる	Tóm tắt, tổng hợp			3	ichidan_verb
付く	つく	Dính, gắn, có			3	godan_verb
付ける	つける	Gắn, thêm vào			3	ichidan_verb
貯まる	たまる	Tiết kiệm			3	godan_verb
貯める	ためる	Tiết kiệm			3	ichidan_verb
混じる	まじる	Lẫn lộn (không thể hoặc khó tách ra)			3	godan_verb
混ざる	まざる	lẫn vào nhau	không phân biệt được		3	godan_verb
交ぜる	まぜる	Trộn vào			3	ichidan_verb
解ける	とける	Được giải quyết			3	ichidan_verb
解く	とく	Giải quyết			3	godan_verb
含む	ふくむ	Bao gồm (trạng thái)			3	godan_verb
含める	ふくめる	Bao gồm (hành động)			3	ichidan_verb
抜ける	ぬける	Bị nhổ, rút, bứt ra (từ bên trong)	歯が抜ける 栓が抜ける 髪の毛が抜ける		3	ichidan_verb
抜く	ぬく	Rút ra, nhổ ra	刀を抜く 歯を抜く 刺を抜く		3	godan_verb
現れる	あらわれる	Xuất hiện, hiện ra			3	ichidan_verb
現す	あらわす	làm xuất hiện			3	godan_verb
表れる	あらわれる	Hiện ra, lộ ra			3	ichidan_verb
表す	あらわす	Diễn tả			3	godan_verb
散る	ちる	Rụng	花が散る 実が散る		3	godan_verb
散らす	ちらす	Phân tán, rải rác			3	godan_verb
差す	さす	Giương, giơ			3	godan_verb
漱ぐ	すすぐ	súc (miệng)	口(くち)を漱(すす)ぐ		5	godan_verb
有る・在る	ある	có, tồn tại			5	godan_verb
来る	くる	đến			5	godan_verb
人	ひと	người			5	noun
悲しむ	かなしむ	đau buồn (vì)	別(わか)れを悲(かな)しむ 道徳心(どうとくしん)の低下(ていか)を悲(かな)しむ	心が痛む思いだ。 悲しく思う。 また、なげかわしく思う。	5	godan_verb
方向	ほうこう	phương hướng	北の方向を指す 右の方向から風が吹く 進行方向	物が向いたり、進んだりする方。 向き。 方角。	3	noun
そっと	そっと	Yên lặng, nhẹ nhàng, âm thầm, lặng lẽ			3	adverb
私	わたし	tôi	私は学生です。		5	noun
私達	わたしたち	chúng tôi			5	noun
貴方	あなた	bạn			5	noun
先生	せんせい	thầy/cô			5	noun
教師	きょうし	giáo viên			5	noun
実習生	じっしゅうせい	thực tập sinh			5	noun
研究者	けんきゅうしゃ	nhà nghiên cứu			5	noun
技術者	ぎじゅつしゃ	kỹ thuật viên			5	noun
留学生	りゅうがくせい	du học sinh			5	noun
学生	がくせい	học sinh			5	noun
会社員	かいしゃいん	nhân viên công ty			5	noun
銀行員	ぎんこういん	nhân viên ngân hàng			5	noun
医者	いしゃ	người làm y (không có bằng cấp)			5	noun
大学	だいがく	đại học			5	noun
機械	きかい	máy móc, cơ khí			5	noun
自動車	じどうしゃ	ô tô			5	noun
何歳・おいくつ	なんさい・おいくつ	bao nhiêu tuổi			5	godan_verb
失礼ですが	しつれいですが	xin lỗi (vì đã làm phiền)			5	noun
お名前は	おなまえは	tên bạn là gì?			5	noun
初めまして	はじめまして	xin chào (lần đầu gặp)			5	noun
中国	ちゅうごく	Trung Quốc			5	noun
韓国	かんこく	Hàn Quốc			5	noun
ベトナム	ベトナム	Việt Nam			5	noun
日本	にほん	Nhật Bản			5	noun
誰	だれ	ai			5	noun
本	ほん	quyển sách			5	noun
辞書	じしょ	từ điển			5	noun
雑誌	ざっし	tạp chí			5	noun
新聞	しんぶん	báo	社会の出来事の報道や論評を、広い読者を対象に伝達するための定期刊行物。 日刊が多いが、週刊・旬刊・月刊などもある。		5	noun
紙	かみ	giấy			5	noun
煙草	たばこ	thuốc lá			5	noun
灰皿	はいざら	gạt tàn thuốc lá			5	noun
箱	はこ	hộp			5	noun
手紙	てがみ	thư			5	noun
手帳	てちょう	sổ tay			5	noun
鉛筆	えんぴつ	bút chì			5	noun
鍵	かぎ	chìa khóa			5	noun
時計	とけい	đồng hồ			5	noun
傘	かさ	cái ô			5	noun
鞄	かばん	túi xách			5	noun
電話	でんわ	điện thoại			5	noun
携帯電話	けいたいでんわ	điện thoại cầm tay			5	noun
机	つくえ	bàn làm việc			5	noun
椅子	いす	ghế dựa			5	noun
窓	まど	cửa sổ			5	noun
英語	えいご	tiếng Anh			5	noun
日本語	にほんご	tiếng Nhật			5	noun
お土産	おみやげ	quà lưu niệm			5	noun
教室	きょうしつ	phòng học			5	noun
食堂	しょくどう	nhà ăn			5	noun
事務所・事務室	じむしょ・じむしつ	văn phòng			5	noun
会議室	かいぎしつ	phòng họp, hội nghị			5	noun
受付	うけつけ	lễ tân	病院の受付		5	noun
部屋	へや	căn phòng			5	noun
庭	にわ	sân vườn			5	noun
「お」国	「お」くに	đất nước			5	noun
会社	かいしゃ	công ty			5	noun
家	いえ	nhà			5	noun
靴	くつ	giày			5	noun
売場	うりば	nơi bán			5	noun
自動販売機	じどうはんばいき	máy bán hàng tự động			5	noun
地下	ちか	tầng hầm			5	noun
~階	~かい	tầng ~			5	noun
何階	なんかい	tầng mấy			5	noun
~円	~えん	～ yên			5	noun
幾ら	いくら	bao nhiêu tiền dù có như nào			5	noun
百	ひゃく	trăm			5	noun
千	せん	nghìn			5	noun
万	ばん	vạn			5	noun
寝る	ねる	nằm ngủ			5	ichidan_verb
休む	やすむ	nghỉ			5	godan_verb
勉強	べんきょう	học			5	noun
見学	けんがく	học bằng cách quan sát			5	noun
終わる	おわる	kết thúc			5	godan_verb
銀行	ぎんこう	ngân hàng			5	noun
郵便局	ゆうびんきょく	bưu điện			5	noun
図書館	としょかん	thư viện			5	noun
美術館	びじゅつかん	bảo tàng mỹ thuật			5	noun
今	いま	bây giờ, vừa nãy	今、学校から帰る。 今の電車		5	noun
~時	~じ	~ giờ			5	noun
分	ぶん	phút	１時３０分		5	noun
何時	なんじ	mấy giờ			5	noun
何分	なにぶん	mấy phút			5	noun
午前	ごぜん	sáng (A.M)			5	noun
午後	ごご	chiều (P.M)			5	noun
朝	あさ	buổi sáng			5	noun
昼	ひる	buổi trưa			5	noun
晩・夜	ばん・よる	tối・đêm			5	noun
毎朝	まいあさ	mỗi sáng			5	noun
毎晩	まいばん	mỗi tối			5	noun
毎日	まいにち	mỗi ngày			5	noun
一昨日	おととい	 ngày trước			5	noun
昨日	きのう	hôm qua			5	noun
今日	きょう	hôm nay			5	noun
明日	あした	ngày mai			5	noun
明後日	あさって	ngày kia (2 ngày sau)			5	noun
今朝	けさ	sáng nay			5	noun
今晩	こんばん	tối nay			5	noun
昼休み	ひるやすみ	nghỉ trưa			5	noun
講義	こうぎ	bài giảng			5	noun
日曜日	にちようび	ngày Chủ Nhật			5	noun
月曜日	げつようび	thứ 2			5	noun
火曜日	かようび	thứ 3			5	noun
水曜日	すいようび	Thứ 4			5	noun
木曜日	もくようび	thứ 5			5	noun
金曜日	きんようび	thứ 6			5	noun
土曜日	どようび	thứ 7			5	noun
何曜日	なんようび	ngày thứ mấy (trong tuần)			5	noun
番号	ばんごう	mã số			5	noun
何番	なんばん	số mấy			5	noun
大変ですね	たいへんですね	vất vả quá nhỉ			5	noun
お願いします	おねがいします	làm ơn			5	godan_verb
行く	いく	đi			5	godan_verb
帰る	かえる	đi về	郷里へ帰る まもなく帰ってくる 客が帰る	自分の家や、もといた場所に戻る	5	godan_verb
学校	がっこう	trường học			5	noun
小学校	しょうがっこう	trường tiểu học			5	noun
中学校	ちゅうがっこう	trường trung học			5	noun
高校	こうこう	trường cấp 3			5	noun
市場	いちば	chợ	魚市場 青物市場 公設市場	一定の商品を大量に卸売りする所。 小売店が集まって常設の設備の中で、食料品や日用品を売る所。 マーケット。	5	noun
駅	えき	nhà ga			5	noun
工場	こうじょう	nhà máy công xưởng			5	noun
~屋	~や	tiệm, quán ~			5	noun
公園	こうえん	công viên			5	noun
空港	くうこう	sân bay			5	noun
飛行機	ひこうき	máy bay			5	noun
船	ふね	thuyền			5	noun
電車	でんしゃ	tàu điện			5	noun
新幹線	しんかんせん	tàu siêu tốc			5	noun
地下鉄	ちかてつ	tàu điện ngầm			5	noun
急行	きゅうこう	tàu tốc hành			5	noun
特急	とっきゅう	tàu siêu tốc (đặc cấp)			5	noun
自転車	じてんしゃ	xe đạp	学校に自転車で行く - tôi đến trường bằng ?		5	noun
歩く	あるく	đi bộ	橋を歩く - tôi ? trên cầu		5	godan_verb
友達	ともだち	bạn bè			5	noun
恋人	こいびと	người yêu			5	noun
彼	かれ	anh ấy			5	noun
彼女	かのじょ	cô ấy bạn gái			5	noun
家族	かぞく	gia đình			5	noun
一人で	ひとりで	một mình			5	noun
先週	せんしゅう	tuần trước			5	noun
今週	こんしゅう	tuần này	今週の日曜日は遊びましょうか		5	noun
来週	らいしゅう	tuần sau			5	noun
誕生日	たんじょうび	ngày sinh nhật			5	noun
~番線	~ばんせん	tuyến số ~			5	noun
次	つぎ	tiếp theo	１９の次の数は２０である。		5	noun
食べる	たべる	ăn	ご飯(はん)を食(た)べる - tôi ? cơm		5	ichidan_verb
飲む	のむ	uống	水(みず)を飲(の)む - tôi ? nước		5	godan_verb
吸う	すう	hút	煙草(たばこ)を吸(す)う - ? thuốc lá		5	godan_verb
見る	みる	xem, nhìn	映画(えいが)を見(み)る		5	ichidan_verb
聞く	きく	nghe, hỏi			5	godan_verb
書く	かく	viết	本(ほん)に書(か)く - ? vào sách		5	godan_verb
読む	よむ	đọc	本(ほん)を読(よ)む - ? sách		5	godan_verb
買う	かう	mua	コンビニで物を買いに行く - đi ? đồ ở combini		5	godan_verb
撮る	とる	chụp (ảnh) quay (phim)	写真(しゃしん)を撮(と)る - ? ảnh 映画(えいが)を撮(と)る - ? phim		5	godan_verb
会う	あう	gặp	人(ひと)に会(あ)う - ? ai đó		5	godan_verb
実習	じっしゅう	thực tập			5	noun
ご飯	ごはん	cơm bữa ăn			5	noun
朝ご飯	あさごはん	bữa sáng			5	noun
昼ご飯	ひるごはん	bữa trưa			5	noun
晩ご飯	ばんごはん	bữa tối			5	noun
卵	たまご	trứng			5	noun
肉	にく	thịt			5	noun
魚	さかな	cá			5	noun
果物	くだもの	trái cây			5	noun
水	みず	nước			5	noun
お茶	おちゃ	trà			5	noun
紅茶	こうちゃ	trà đen			5	noun
牛乳・ミルク	ぎゅうにゅう・ミルク	sữa bò			5	noun
「お」酒	「お」さけ	rượu sake			5	noun
映画	えいが	phim			5	noun
写真	しゃしん	bức ảnh			5	noun
店	みせ	cửa hàng			5	noun
宿題	しゅくだい	bài tập			5	noun
一緒に	いっしょに	cùng nhau			5	adverb
時々	ときどき	thỉnh thoảng			5	adverb
何ですか	なんですか	gì vậy, cái gì vậy			5	noun
じゃ、また明日	じゃ、またあした	hẹn mai gặp			5	noun
切る	きる	cắt	髪(かみ)を切(き)る - tôi ? tóc		5	godan_verb
送る	おくる	gửi			5	godan_verb
上げる	あげる	đưa lên, cho lên, cất lên làm cho lên cao	箱を棚に上げる 幕を上げる すだれを上げる		4	ichidan_verb
貰う	もらう	nhận			5	godan_verb
貸す	かす	cho mượn/thuê			5	godan_verb
借りる	かりる	mượn, thuê			5	ichidan_verb
教える	おしえる	dạy chỉ bảo			5	ichidan_verb
習う	ならう	học	先生から数学を習う。 料理を習いたいです。		5	godan_verb
手	て	tay			5	noun
箸	はし	đũa			5	noun
鋏	はさみ	cái kéo	鋏(はさみ)で紙(かみ)を切(き)る - cắt giấy bằng ?		5	noun
消しゴム	けしゴム	cục tẩy			5	noun
お金	おかね	tiền			5	noun
花	はな	hoa			5	noun
荷物	にもつ	hành lý			5	noun
切符	きっぷ	vé (tàu xe)			5	noun
切手	きって	tem			5	noun
父	ちち	bố			5	noun
お父さん	おとうさん	bố			5	noun
母	はは	mẹ			5	noun
お母さん	おかあさん	mẹ			5	noun
兄	あに	anh trai			5	noun
お兄さん	おにいさん	anh trai			5	noun
姉	あね	chị gái			5	noun
お姉さん	おねえさん	chị gái			5	noun
弟	おとうと	em trai			5	noun
弟さん	おとうとさん	em trai			5	noun
妹	いもうと	em gái			5	noun
妹さん	いもうとさん	em gái			5	noun
家内・妻	かない・つま	vợ			5	noun
奥さん	おくさん	vợ			5	noun
主人	しゅじん	chồng			5	noun
ご主人	ごしゅじん	chồng			5	noun
子供	こども	trẻ con			5	noun
素敵ですね	すてきですね	đẹp nhỉ			5	noun
旅行	りょこう	du lịch			5	noun
奇麗	きれい	xinh đẹp sạch			5	na_adjective
静か	しずか	yên tĩnh			5	na_adjective
賑やか	にぎやか	náo nhiệt			5	na_adjective
有名	ゆうめい	nổi tiếng			5	na_adjective
親切	しんせつ	thân thiện			5	na_adjective
元気	げんき	khỏe mạnh			5	na_adjective
暇	ひま	rảnh rỗi			5	na_adjective
便利	べんり	tiện lợi			5	na_adjective
素敵	すてき	tuyệt vời đáng yêu			5	na_adjective
大き	おおき	to, lớn			5	noun
小さい	ちいさい	nhỏ	小さい家 小さい花	物の形・容積・面積が、狭い空間や場所しか占めていない。	5	i_adjective
新しい	あたらしい	mới			5	i_adjective
古い	ふるい	cũ			5	i_adjective
良い	よい	tốt			5	i_adjective
悪い	わるい	xấu			5	i_adjective
暑い	あつい	nóng (thời tiết)			5	i_adjective
寒い	さむい	lạnh (thời tiết)			5	i_adjective
冷たい	つめたい	lạnh nhạt, vô tâm	冷(つめ)たい目(め)で見(み)られる 冷(つめ)たい仕打(しう)ちを受(う)ける		5	i_adjective
難しい	むずかしい	khó, căng			5	i_adjective
高い	たかい	cao			5	i_adjective
安い	やすい	rẻ	ベトナムの[物価[ぶっか]]が[安[やす]]い		5	i_adjective
低い	ひくい	thấp	温度(おんど)が低(ひく)い - nhiệt độ ?		5	i_adjective
面白い	おもしろい	thú vị hay			5	i_adjective
美味しい	おいしい	ngon			5	i_adjective
楽しい	たのしい	(bữa tiệc) vui			5	i_adjective
白い	しろい	màu trắng			5	i_adjective
黒い	くろい	màu đen			5	i_adjective
赤い	あかい	màu đỏ			5	i_adjective
青い	あおい	màu xanh dương	空(そら)は青(あお)い色(いろ)がある。 - trời có màu ?		5	i_adjective
桜	さくら	hoa anh đào			5	noun
富士山	ふじさん	núi Phú Sĩ			5	noun
山	やま	núi			5	noun
町	まち	phố thị trấn			5	noun
食べ物	たべもの	đồ ăn			5	noun
飲み物	のみもの	đồ uống			5	noun
所	ところ	nơi, chỗ			5	noun
寮	りょう	ký túc xá			5	noun
生活	せいかつ	đời sống sinh hoạt	大学(だいがく)生活(せいかつ) - ? đại học		5	noun
「お」仕事	「お」しごと	công việc			5	noun
大変	たいへん	rất vất vả			5	na_adjective
暫くですね・お久しぶりですね	しばらくくですね	đã lâu (không gặp) rồi nhỉ			5	noun
いいえ、結構です	いいえ、けっこうです	không, tôi dùng đủ rồi			5	godan_verb
分かる	わかる	hiểu, biết			5	godan_verb
好き	すき	thích			5	na_adjective
嫌い	きらい	ghét			5	na_adjective
上手	じょうず	giỏi			5	na_adjective
下手	へた	kém			5	na_adjective
料理	りょうり	món ăn việc nấu ăn			5	noun
豚肉	ぶたにく	thịt lợn			5	noun
鳥肉	とりにく	thịt gà			5	noun
牛肉	ぎゅうにく	thịt bò			5	noun
